"date","hub_id","product_id","quantity_issued"
2018 Jan,"hub_1","product_1",6913
2018 Jan,"hub_1","product_2",4402
2018 Jan,"hub_1","product_3",34
2018 Jan,"hub_1","product_4",6212
2018 Jan,"hub_1","product_5",3302
2018 Jan,"hub_1","product_6",50804
2018 Jan,"hub_3","product_1",11820
2018 Jan,"hub_3","product_2",28
2018 Jan,"hub_3","product_3",328
2018 Jan,"hub_3","product_4",9351
2018 Jan,"hub_3","product_5",7080
2018 Jan,"hub_3","product_6",48236
2018 Jan,"hub_4","product_1",2500
2018 Jan,"hub_4","product_3",13
2018 Jan,"hub_4","product_4",2280
2018 Jan,"hub_4","product_5",3317
2018 Jan,"hub_4","product_6",23841
2018 Jan,"hub_4","product_7",16
2018 Jan,"hub_5","product_1",13
2018 Jan,"hub_5","product_2",500
2018 Jan,"hub_5","product_3",3
2018 Jan,"hub_5","product_4",545
2018 Jan,"hub_5","product_5",303
2018 Jan,"hub_5","product_6",3848
2018 Jan,"hub_5","product_7",20
2018 Jan,"hub_6","product_1",6569
2018 Jan,"hub_6","product_2",190
2018 Jan,"hub_6","product_3",26
2018 Jan,"hub_6","product_4",2914
2018 Jan,"hub_6","product_5",3647
2018 Jan,"hub_6","product_6",62804
2018 Jan,"hub_6","product_7",80
2018 Jan,"hub_7","product_1",1504
2018 Jan,"hub_7","product_3",103
2018 Jan,"hub_7","product_4",5240
2018 Jan,"hub_7","product_5",3309
2018 Jan,"hub_7","product_6",48185
2018 Jan,"hub_7","product_7",147
2018 Jan,"hub_8","product_1",194
2018 Jan,"hub_8","product_2",220
2018 Jan,"hub_8","product_3",7
2018 Jan,"hub_8","product_4",1521
2018 Jan,"hub_8","product_5",6122
2018 Jan,"hub_8","product_6",11802
2018 Jan,"hub_8","product_7",8
2018 Jan,"hub_9","product_1",150
2018 Jan,"hub_9","product_4",30
2018 Jan,"hub_9","product_5",60
2018 Jan,"hub_9","product_6",250
2018 Jan,"hub_9","product_7",1
2018 Jan,"hub_10","product_1",7015
2018 Jan,"hub_10","product_2",360
2018 Jan,"hub_10","product_3",103
2018 Jan,"hub_10","product_4",5156
2018 Jan,"hub_10","product_5",7494
2018 Jan,"hub_10","product_6",86084
2018 Jan,"hub_10","product_7",112
2018 Jan,"hub_11","product_1",11409
2018 Jan,"hub_11","product_2",369
2018 Jan,"hub_11","product_3",51
2018 Jan,"hub_11","product_4",7675
2018 Jan,"hub_11","product_5",7791
2018 Jan,"hub_11","product_6",39920
2018 Jan,"hub_11","product_7",190
2018 Jan,"hub_12","product_1",132
2018 Jan,"hub_12","product_4",25000
2018 Jan,"hub_12","product_7",1143
2018 Jan,"hub_13","product_1",45
2018 Jan,"hub_13","product_2",450
